,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
6621,x,s,n,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
5218,x,y,n,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d
1318,b,s,y,t,l,f,c,b,n,e,s,s,w,w,w,o,p,k,s,m
1173,x,f,n,f,n,f,c,n,g,e,s,s,w,w,w,o,p,k,v,u
8009,b,s,n,f,n,a,c,b,o,e,s,s,o,o,n,o,p,n,v,l
1238,x,s,g,f,n,f,w,b,h,t,s,f,w,w,w,o,e,n,s,g
3498,x,f,g,t,n,f,c,b,p,t,s,s,g,g,w,o,p,n,v,d
7074,f,y,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
4288,x,f,y,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,v,d
5718,f,s,g,t,f,f,c,b,p,t,s,s,w,w,w,o,p,h,s,g
5942,x,s,g,t,f,f,c,b,p,t,s,s,w,w,w,o,p,h,s,g
4372,x,f,y,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,v,g
978,x,y,y,t,l,f,c,b,k,e,s,s,w,w,w,o,p,n,s,g
7052,k,y,n,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
4630,f,f,e,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,v,d
6628,x,s,e,f,y,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l
5488,f,y,y,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,v,p
3530,x,f,g,t,n,f,c,b,n,t,s,s,p,g,w,o,p,n,y,d
5143,f,f,g,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,y,d
7310,k,y,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l
6897,f,s,e,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
6488,f,s,n,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p
4192,f,f,g,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,p
3087,x,f,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,y,d
2046,x,f,e,t,n,f,c,b,u,t,s,s,w,p,w,o,p,n,v,d
5960,x,y,n,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d
1247,x,s,g,f,n,f,w,b,k,t,s,s,w,w,w,o,e,k,a,g
2134,x,f,n,t,n,f,c,b,w,t,s,s,p,g,w,o,p,n,v,d
6502,f,y,e,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
495,b,s,y,t,a,f,c,b,k,e,s,s,w,w,w,o,p,n,n,m
948,f,f,n,f,n,f,w,b,n,t,f,s,w,w,w,o,e,k,a,g
1406,x,s,w,f,n,f,w,b,h,t,f,f,w,w,w,o,e,k,a,g
1961,x,f,g,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,s,g
3519,f,y,e,t,n,f,c,b,n,t,s,s,p,w,w,o,p,k,v,d
1339,f,f,w,f,n,f,w,b,k,t,f,s,w,w,w,o,e,k,s,g
2366,x,f,e,t,n,f,c,b,n,t,s,s,w,w,w,o,p,k,v,d
2077,f,y,n,t,n,f,c,b,w,t,s,s,w,w,w,o,p,n,y,d
3112,f,y,e,t,n,f,c,b,n,t,s,s,g,w,w,o,p,n,v,d
5938,k,s,p,t,n,f,c,b,e,e,s,s,e,e,w,t,e,w,c,w
3131,f,y,n,t,n,f,c,b,u,t,s,s,w,g,w,o,p,n,y,d
1900,f,f,g,t,n,f,c,b,n,t,s,s,p,w,w,o,p,k,y,d
7299,b,s,n,f,n,a,c,b,o,e,s,s,o,o,n,o,p,n,c,l
3656,x,f,g,f,c,f,w,n,n,e,s,s,w,w,w,o,p,n,s,d
6393,f,y,n,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d
5663,x,s,b,t,f,f,c,b,p,t,s,f,w,w,w,o,p,h,s,u
6049,f,s,n,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,d
1833,x,f,g,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,v,d
3910,f,y,g,t,n,f,c,b,n,t,s,s,w,g,w,o,p,k,y,d
4503,x,y,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,g
4199,x,f,p,f,c,f,w,n,n,e,s,s,w,w,w,o,p,n,v,d
7910,f,y,n,f,m,a,c,b,y,e,k,y,c,c,w,n,n,w,c,d
6580,x,s,e,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
893,b,s,y,t,a,f,c,b,g,e,s,s,w,w,w,o,p,n,s,m
7970,x,s,n,f,n,a,c,b,o,e,s,s,o,o,n,o,p,y,c,l
7551,k,s,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p
7413,b,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,n,v,l
1171,x,f,n,t,n,f,c,b,u,t,s,s,p,g,w,o,p,k,v,d
2462,x,y,g,t,n,f,c,b,n,t,s,s,g,w,w,o,p,k,y,d
665,b,s,y,t,a,f,c,b,w,e,s,s,w,w,w,o,p,n,n,m
2815,x,f,e,t,n,f,c,b,w,t,s,s,g,p,w,o,p,n,v,d
2319,f,f,n,t,n,f,c,b,n,t,s,s,p,w,w,o,p,n,v,d
7898,f,y,g,t,n,f,c,b,w,e,s,s,w,w,w,t,p,w,v,p
6647,f,y,n,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
4311,x,y,y,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,p
2494,x,f,e,t,n,f,c,b,p,t,s,s,g,p,w,o,p,k,y,d
5736,x,y,n,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
4587,x,f,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,v,g
1097,x,s,g,f,n,f,w,b,h,t,f,s,w,w,w,o,e,k,a,g
3561,f,y,g,t,n,f,c,b,p,t,s,s,p,g,w,o,p,k,y,d
4312,f,f,y,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,y,d
3049,x,y,e,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,v,d
2495,f,y,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,v,u
877,x,s,w,t,l,f,c,b,k,e,s,s,w,w,w,o,p,k,n,g
5845,f,y,y,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,y,d
6789,f,s,e,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
5429,x,s,g,t,f,f,c,b,w,t,f,s,w,w,w,o,p,h,s,u
1513,x,y,y,t,a,f,c,b,g,e,s,s,w,w,w,o,p,k,s,m
5843,f,y,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,y,p
232,x,y,y,t,l,f,c,b,n,e,s,y,w,w,w,o,p,n,y,p
3270,x,f,p,f,c,f,w,n,p,e,s,s,w,w,w,o,p,n,s,d
2402,x,f,g,t,n,f,c,b,p,t,s,s,g,p,w,o,p,k,v,d
8052,f,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,o,v,l
6860,k,s,w,f,n,f,w,b,g,e,k,k,w,w,w,t,p,w,s,g
6251,x,s,e,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
16,f,f,w,f,n,f,w,b,k,t,s,s,w,w,w,o,e,n,a,g
3527,f,y,g,t,n,f,c,b,p,t,s,s,p,w,w,o,p,k,v,d
4233,f,f,y,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,v,g
7171,k,y,n,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l
7582,k,y,e,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
6450,f,s,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l
1269,x,y,e,t,n,f,c,b,n,t,s,s,p,w,w,o,p,n,y,d
2052,x,s,n,f,n,f,w,b,p,t,s,s,w,w,w,o,e,n,s,g
3469,x,s,p,f,c,f,c,n,n,e,s,s,w,w,w,o,p,n,v,d
7795,k,s,w,f,n,f,w,b,p,e,s,k,w,w,w,t,p,w,n,g
1034,x,s,w,f,n,f,w,b,p,t,s,s,w,w,w,o,e,n,s,g
2383,f,f,n,t,n,f,c,b,u,t,s,s,w,g,w,o,p,k,y,d
269,f,y,n,t,p,f,c,n,w,e,s,s,w,w,w,o,p,k,s,u
5371,k,s,p,t,n,f,c,b,w,e,s,s,w,e,w,t,e,w,c,w
3058,x,f,p,f,c,f,c,n,n,e,s,s,w,w,w,o,p,k,s,d
4361,x,y,y,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,y,p
2205,x,f,e,t,n,f,c,b,u,t,s,s,w,w,w,o,p,n,v,d
5059,f,y,y,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,v,p
4189,f,y,y,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,v,p
3911,x,y,g,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,y,g
8119,k,s,n,f,n,a,c,b,y,e,s,s,o,o,o,o,p,b,c,l
7263,x,f,w,f,n,f,w,b,p,e,k,k,w,w,w,t,p,w,n,g
3259,x,f,g,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,y,g
5113,f,y,p,t,n,f,c,b,w,e,s,s,w,e,w,t,e,w,c,w
94,x,s,n,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,a,g
672,f,f,n,f,n,f,w,b,p,t,s,s,w,w,w,o,e,k,a,g
3252,f,y,g,t,n,f,c,b,u,t,s,s,p,p,w,o,p,k,y,d
7412,k,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,n,c,l
4995,f,y,y,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,v,d
6174,f,y,e,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p
621,b,s,w,t,l,f,c,b,w,e,s,s,w,w,w,o,p,n,n,g
2734,x,f,n,t,n,f,c,b,u,t,s,s,g,w,w,o,p,k,y,d
3117,f,f,e,t,n,f,c,b,n,t,s,s,g,p,w,o,p,k,v,d
4970,f,f,g,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,v,g
2456,x,y,e,t,n,f,c,b,n,t,s,s,g,w,w,o,p,n,y,d
6611,x,s,n,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p
7507,k,y,e,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
6223,k,y,n,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
3365,x,f,p,f,c,f,w,n,g,e,s,s,w,w,w,o,p,n,s,d
36,s,f,g,f,n,f,c,n,k,e,s,s,w,w,w,o,p,k,v,u
6167,f,s,e,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
3930,f,y,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,y,p
7002,k,s,e,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
2193,x,y,e,t,n,f,c,b,u,t,s,s,p,g,w,o,p,k,y,d
3605,x,s,g,f,c,f,c,n,g,e,s,s,w,w,w,o,p,k,v,d
2214,f,f,n,t,n,f,c,b,p,t,s,s,p,w,w,o,p,n,v,d
5775,x,s,b,t,f,f,c,b,p,t,f,f,w,w,w,o,p,h,v,u
4106,b,s,b,t,n,f,c,b,g,e,s,s,w,w,w,t,p,r,v,m
565,x,y,w,t,p,f,c,n,w,e,s,s,w,w,w,o,p,k,v,g
3586,x,f,e,t,n,f,c,b,p,t,s,s,p,g,w,o,p,k,y,d
5282,f,s,b,t,f,f,c,b,p,t,f,s,w,w,w,o,p,h,v,u
4180,f,y,g,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,v,p
2757,x,y,n,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,v,d
6966,k,y,n,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d
670,x,s,y,t,a,f,c,b,k,e,s,s,w,w,w,o,p,k,s,g
6976,f,y,e,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,d
6766,f,y,n,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
772,x,y,y,t,a,f,c,b,k,e,s,s,w,w,w,o,p,k,n,m
5053,f,y,b,t,n,f,c,b,w,e,s,s,e,w,w,t,e,w,c,w
2572,x,y,n,t,n,f,c,b,w,t,s,s,w,g,w,o,p,n,y,d
7779,k,s,n,f,n,f,c,b,w,e,y,y,n,n,w,t,p,w,y,d
4024,x,y,g,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,y,p
289,f,f,g,f,n,f,c,n,p,e,s,s,w,w,w,o,p,n,y,u
4730,f,y,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,p
5217,x,s,w,t,f,f,c,b,w,t,s,s,w,w,w,o,p,h,v,u
5145,x,y,n,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l
634,x,y,n,t,a,f,c,b,p,e,s,y,w,w,w,o,p,n,s,g
1629,f,s,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,v,g
4338,x,y,g,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,v,d
1485,x,y,n,t,p,f,c,n,n,e,s,s,w,w,w,o,p,k,v,u
5068,x,f,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,v,g
1309,f,s,g,f,n,f,w,b,p,t,s,s,w,w,w,o,e,n,s,g
577,x,s,y,t,l,f,c,b,n,e,s,s,w,w,w,o,p,n,s,g
2610,x,y,e,t,n,f,c,b,p,t,s,s,p,p,w,o,p,k,y,d
6749,x,s,e,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l
5928,x,y,n,f,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l
162,x,f,n,f,n,f,c,n,k,e,s,s,w,w,w,o,p,n,y,u
2933,x,f,e,t,n,f,c,b,p,t,s,s,p,w,w,o,p,k,v,d
2350,x,y,e,t,n,f,c,b,w,t,s,s,w,w,w,o,p,k,y,d
298,f,s,y,t,a,f,w,n,p,t,s,s,w,w,w,o,p,n,v,d
4305,f,y,g,t,n,f,c,b,w,t,s,s,p,w,w,o,p,n,y,d
6425,f,y,n,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
6213,f,y,e,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
3344,f,y,e,t,n,f,c,b,n,t,s,s,p,p,w,o,p,n,v,d
5172,f,s,b,t,f,f,c,b,h,t,f,s,w,w,w,o,p,h,s,g
1255,x,s,w,f,n,f,w,b,p,t,f,s,w,w,w,o,e,n,a,g
8111,k,s,w,f,n,f,w,b,p,e,s,s,w,w,w,t,p,w,n,g
1843,f,y,n,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,s,u
5912,f,s,w,t,f,f,c,b,p,t,s,s,w,w,w,o,p,h,s,u
7685,x,s,w,f,n,f,w,b,w,e,k,s,w,w,w,t,p,w,n,g
3278,f,f,e,t,n,f,c,b,p,t,s,s,p,g,w,o,p,n,y,d
2631,f,f,n,t,n,f,c,b,w,t,s,s,g,w,w,o,p,n,v,d
2392,x,y,g,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,v,d
418,x,y,y,t,l,f,c,b,k,e,s,s,w,w,w,o,p,k,n,g
4583,x,f,w,f,c,f,c,n,g,e,s,s,w,w,w,o,p,n,v,d
6758,x,y,e,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
7337,k,y,n,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d
4122,f,f,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,d
3826,x,f,w,f,c,f,c,n,n,e,s,s,w,w,w,o,p,k,v,d
6673,x,s,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
6960,k,y,n,f,s,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l
2866,x,f,e,t,n,f,c,b,n,t,s,s,g,p,w,o,p,n,y,d
7935,k,y,e,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d
6504,f,y,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d
4663,x,y,u,f,n,f,c,n,w,e,s,f,w,w,w,o,f,h,y,d
3475,f,y,g,t,n,f,c,b,n,t,s,s,p,w,w,o,p,k,y,d
4955,f,y,g,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,v,p
5502,k,y,e,t,n,f,c,b,e,e,s,s,e,e,w,t,e,w,c,w
6264,f,s,n,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,d
2568,f,f,g,t,n,f,c,b,p,t,s,s,g,g,w,o,p,n,v,d
5931,x,y,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
354,x,y,y,t,l,f,c,b,w,e,s,y,w,w,w,o,p,k,s,p
4131,f,y,g,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,v,d
4800,x,s,g,t,f,f,c,b,h,t,f,s,w,w,w,o,p,h,s,g
1453,f,y,n,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,v,g
1091,x,y,n,t,a,f,c,b,n,e,s,y,w,w,w,o,p,k,y,g
3987,x,f,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,y,g
1035,f,f,w,f,n,f,w,b,p,t,f,f,w,w,w,o,e,k,a,g
4985,f,f,g,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,v,g
5634,x,y,e,f,y,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p
3459,f,y,n,t,n,f,c,b,w,t,s,s,w,p,w,o,p,k,v,d
1112,x,y,n,t,a,f,c,b,w,e,s,y,w,w,w,o,p,n,s,g
8085,k,f,w,f,n,f,w,b,g,e,s,k,w,w,w,t,p,w,s,g
166,b,s,w,t,a,f,c,b,w,e,s,s,w,w,w,o,p,n,s,g
4560,x,y,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,d
4070,x,y,y,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,v,p
793,x,s,y,t,a,f,c,b,n,e,s,s,w,w,w,o,p,n,n,g
3052,x,s,w,f,c,f,c,n,p,e,s,s,w,w,w,o,p,k,v,d
174,f,y,y,t,l,f,c,b,p,e,s,y,w,w,w,o,p,n,s,g
2989,f,f,n,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,v,d
6592,f,y,e,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,d
3467,f,y,n,t,n,f,c,b,n,t,s,s,p,g,w,o,p,n,v,d
1698,x,f,g,f,n,f,w,b,k,t,s,s,w,w,w,o,e,n,a,g
6636,x,s,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
2326,f,f,n,t,n,f,c,b,w,t,s,s,g,w,w,o,p,n,y,d
3368,f,f,e,t,n,f,c,b,p,t,s,s,g,p,w,o,p,n,y,d
4075,x,f,y,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,y,g
7395,k,y,e,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
117,x,y,y,t,l,f,c,b,w,e,s,y,w,w,w,o,p,k,y,g
5933,x,y,n,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p
6054,x,y,e,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l
2437,x,f,e,t,n,f,c,b,u,t,s,s,w,g,w,o,p,n,v,d
2282,x,f,e,t,n,f,c,b,p,t,s,s,w,g,w,o,p,n,v,d
134,f,s,w,t,a,f,w,n,p,t,s,s,w,w,w,o,p,n,v,d
1994,x,f,n,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,a,g
1778,f,s,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,k,v,u
760,b,s,w,t,l,f,c,b,g,e,s,s,w,w,w,o,p,n,n,g
7547,k,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,n,v,l
1741,f,f,n,f,n,f,w,b,h,t,s,s,w,w,w,o,e,n,s,g
7109,k,y,e,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d
6349,f,s,n,f,f,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
4166,x,f,g,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,v,d
5521,x,y,n,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,d
6445,f,s,n,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l
3918,f,y,g,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,v,g
7241,f,s,e,f,y,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p
3111,f,f,g,t,n,f,c,b,w,t,s,s,w,p,w,o,p,k,y,d
6230,x,y,e,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d
7334,b,f,w,f,n,f,w,b,g,e,s,s,w,w,w,t,p,w,s,g
3012,f,y,e,t,n,f,c,b,u,t,s,s,p,g,w,o,p,n,y,d
73,x,y,n,t,a,f,c,b,p,e,s,y,w,w,w,o,p,k,s,p
4229,x,f,y,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,v,p
5476,x,y,g,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,g
7802,x,s,n,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
1271,x,s,w,f,n,f,w,b,n,t,f,f,w,w,w,o,e,n,s,g
4860,f,s,b,t,n,f,c,b,w,e,s,s,e,w,w,t,e,w,c,w
7170,k,s,g,f,n,f,w,b,p,e,s,k,w,w,w,t,p,w,n,g
71,b,y,w,t,l,f,c,b,g,e,s,s,w,w,w,o,p,n,s,m
6030,f,s,n,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p
4650,x,y,y,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,g
3251,f,y,g,t,n,f,c,b,p,t,s,s,g,p,w,o,p,n,v,d
4252,x,y,y,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,v,g
6794,f,y,e,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
4337,x,f,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,d
4293,f,f,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,v,p
2111,x,y,e,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,v,d
235,x,f,w,t,l,f,w,n,w,t,s,s,w,w,w,o,p,n,v,d
716,b,s,w,t,l,f,c,b,k,e,s,s,w,w,w,o,p,n,s,m
2625,x,f,g,t,n,f,c,b,w,t,s,s,w,g,w,o,p,n,v,d
5972,f,s,p,t,n,f,c,b,g,e,s,s,w,w,w,t,p,r,v,m
584,f,y,y,t,a,f,c,b,w,e,s,y,w,w,w,o,p,k,s,g
3509,f,y,g,t,n,f,c,b,n,t,s,s,g,w,w,o,p,k,v,d
2798,x,y,e,t,n,f,c,b,p,t,s,s,p,p,w,o,p,n,y,d
3669,f,y,e,t,n,f,c,b,p,t,s,s,w,g,w,o,p,n,y,d
4531,f,f,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,g
6826,x,s,e,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l
4248,f,y,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,v,d
678,x,y,y,t,l,f,c,b,w,e,s,y,w,w,w,o,p,n,y,p
7775,k,y,e,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
6698,f,y,e,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
242,x,s,w,t,a,f,c,b,w,e,s,s,w,w,w,o,p,n,n,m
113,x,s,y,t,a,f,c,b,n,e,s,s,w,w,w,o,p,k,n,m
4260,f,f,g,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,y,g
3451,x,f,g,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,y,g
2647,f,f,w,f,n,f,w,b,h,t,s,f,w,w,w,o,e,k,s,g
5941,x,s,g,t,f,f,c,b,w,t,s,f,w,w,w,o,p,h,v,g
4265,f,f,y,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,g
7724,b,f,w,f,n,f,w,b,w,e,k,s,w,w,w,t,p,w,n,g
3236,f,y,e,t,n,f,c,b,p,t,s,s,w,w,w,o,p,n,y,d
6512,f,y,n,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
4402,f,f,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,v,g
3639,f,y,n,t,n,f,c,b,w,t,s,s,w,p,w,o,p,n,y,d
3449,f,y,g,t,n,f,c,b,p,t,s,s,p,p,w,o,p,k,y,d
4381,x,y,y,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,y,g
3185,f,y,e,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,v,d
5242,f,y,y,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,v,d
7261,k,y,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
4732,f,y,n,t,n,f,c,b,n,t,s,s,p,w,w,o,p,n,y,d
6712,f,s,e,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
1954,x,f,n,t,n,f,c,b,p,t,s,s,p,g,w,o,p,k,v,d
722,f,s,y,t,l,f,w,n,w,t,s,s,w,w,w,o,p,n,v,d
4068,f,y,g,t,n,f,c,b,w,t,s,s,p,p,w,o,p,n,y,d
3957,f,f,g,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,v,d
7494,f,y,e,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
482,f,s,w,t,l,f,w,n,p,t,s,s,w,w,w,o,p,u,v,d
5919,f,s,b,t,f,f,c,b,w,t,s,s,w,w,w,o,p,h,v,u
3501,f,f,e,t,n,f,c,b,p,t,s,s,w,p,w,o,p,k,y,d
5183,x,s,b,t,f,f,c,b,w,t,f,s,w,w,w,o,p,h,v,u
1150,f,s,w,f,n,f,w,b,p,t,f,f,w,w,w,o,e,k,a,g
1132,x,s,n,t,p,f,c,n,p,e,s,s,w,w,w,o,p,k,s,g
6012,x,s,n,f,s,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l
4996,x,s,n,t,n,f,c,b,w,e,s,s,w,e,w,t,e,w,c,w
6520,x,y,e,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
798,x,s,w,t,p,f,c,n,k,e,s,s,w,w,w,o,p,n,v,g
2797,x,f,w,f,c,f,w,n,g,e,s,s,w,w,w,o,p,n,s,d
3493,f,y,g,t,n,f,c,b,u,t,s,s,p,w,w,o,p,n,v,d
2548,x,f,e,t,n,f,c,b,p,t,s,s,g,p,w,o,p,k,v,d
347,x,s,y,t,a,f,c,b,n,e,s,s,w,w,w,o,p,n,n,m
2519,x,y,g,t,n,f,c,b,u,t,s,s,p,p,w,o,p,n,y,d
6421,f,y,e,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l
49,f,y,y,t,l,f,c,b,w,e,s,y,w,w,w,o,p,k,s,p
1143,x,s,w,f,n,f,w,b,k,t,s,f,w,w,w,o,e,k,a,g
5142,x,y,e,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p
6394,f,s,e,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,d
70,f,f,y,t,l,f,w,n,p,t,s,s,w,w,w,o,p,n,v,d
1535,x,s,w,t,p,f,c,n,p,e,s,s,w,w,w,o,p,n,s,g
4212,f,f,y,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,v,g
2542,f,f,g,t,n,f,c,b,p,t,s,s,p,g,w,o,p,n,y,d
6082,f,s,n,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
